trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
501,False,"{'a': 0.5, 'e': 0.006504778211990457}",20,6,28.118757933161795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.006439730429870553}",25,11,12.356275071778875,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.006375333125571847}",35,3,52.79859702492476,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.006311579794316129}",20,5,24.20957449080223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.006248463996372968}",20,13,11.738807668756229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.0061859793564092375}",25,0,37.03855985967965,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.006124119562845145}",25,10,-14.579624435269949,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
508,False,"{'a': 0.5, 'e': 0.0060628783672166935}",20,8,20.80047941586195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.006002249583544526}",25,17,14.631312074023679,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.005942227087709081}",25,13,22.273432005658986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.00588280481683199}",20,10,15.221864795144366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.005823976768663671}",30,20,20.17275979574734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.0057657370009770335}",25,9,29.30079248402098,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.005708079630967263}",25,15,18.964853513455637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.00565099883465759}",20,3,30.08868652659099,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.005594488846311015}",25,13,22.57504937369207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.005538543957847904}",20,10,20.298873207119872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.005483158518269426}",25,18,11.532372852866942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.005428326933086731}",20,9,17.392790926719357,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.005374043663755864}",25,3,33.52416148945419,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.005320303227118305}",25,6,29.890415614502537,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.005267100194847122}",20,7,21.677301465205616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.005214429192898651}",25,6,26.712799239028364,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.005162284900969664}",25,15,21.415992257724906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.005110662051959968}",25,5,28.599108985046033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.005059555431440368}",25,13,22.426046880279266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.005008959877125964}",20,11,16.773378174555475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.0049588702783547045}",20,0,-8.859321531219917,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
529,False,"{'a': 0.5, 'e': 0.004909281575571157}",20,0,29.859521809315506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.5, 'e': 0.0048601887598154455}",20,13,14.135734789838521,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.004811586872217291}",25,0,42.205586064002674,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.004763471003495118}",30,20,19.790134673101594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.004715836293460167}",20,11,19.169026031548466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.004668677930525565}",20,8,17.27755647558495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.0046219911512203095}",25,17,18.964801407882803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.004575771239708106}",30,12,34.71038010474624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.004530013527311025}",35,20,29.068409440803542,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.004484713392037915}",30,0,44.100096211623516,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.004439866258117536}",25,8,25.96123323201326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.004395467595536361}",25,12,27.511889883495968,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.0043515129195809965}",25,18,13.126058748950548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.004307997790385187}",20,12,12.734414003271775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.004264917812481335}",25,13,20.172851520719426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.004222268634356522}",20,9,19.467649460921173,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.004180045948012957}",25,11,25.265698479308202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.004138245488532827}",25,15,17.93841425274888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.004096863033647498}",20,10,6.9502059908756335,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.0040558944033110235}",20,6,22.857286284412996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.004015335459277913}",25,9,22.33231522784083,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.003975182104685134}",35,13,31.714420287955868,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.003935430283638282}",20,12,17.92112317718481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.0038960759808018995}",25,13,23.913964474762707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.0038571152209938807}",25,11,24.225934637488812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.0038185440687839418}",25,13,21.24812230392695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.003780358628096102}",25,18,12.059242446787431,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.0037425550418151415}",25,3,38.0712384998298,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.0037051294913969897}",25,15,9.125449138461203,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.00366807819648302}",20,10,17.62400229696361,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.0036313974145181895}",25,2,34.63158944435023,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.003595083440373008}",30,22,14.741778108435073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.003559132605969278}",35,9,38.97907760934209,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.003523541279909585}",30,18,21.475386417911764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.003488305867110489}",20,0,33.5603143830195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.003453422808439384}",20,0,28.531531944969547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.5, 'e': 0.0034188885803549903}",35,26,16.38428394930002,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.0033846996945514404}",20,13,11.95785236725745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.003350852697605926}",20,12,16.739335956134358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.0033173441706298664}",25,2,36.990251876111515,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.0032841707289235677}",20,8,23.77895619177189,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.003251329021634332}",20,3,30.319263985950073,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.0032188157314179885}",20,16,7.77173409410979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.003186627574103809}",25,13,20.049935859969438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.0031547612983627705}",25,12,21.76780556010958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.003123213685379143}",30,18,1.572717309603661,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.0030919815485253516}",20,16,8.157283019766679,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.003061061733040098}",30,21,19.02148415461675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.003030451115709697}",25,18,13.157153390034821,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.0030001466045526}",25,11,20.91351221162622,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.002970145138507074}",25,13,21.545917564337955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.002940443687122003}",20,10,14.206439259983455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.002911039250250783}",20,13,17.07049673716886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.0028819288577482754}",20,9,17.714817373040205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.0028531095691707925}",25,11,22.294641697744776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.0028245784734790844}",35,18,34.62641924518016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.0027963326887442937}",25,17,14.614189768109231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.0027683693618568506}",20,8,26.038137031390768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.002740685668238282}",30,0,44.29620067018214,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.0027132788115558993}",20,7,19.36701976679321,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.0026861460234403403}",20,2,27.55216285865904,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.002659284563205937}",25,11,24.136989872500376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.0026326917175738774}",25,0,33.53491942347724,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
592,False,"{'a': 0.5, 'e': 0.0026063648003981387}",25,13,19.25085386304922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.0025803011523941573}",20,12,15.881288010107195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.0025544981408702158}",20,13,13.626613339395561,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.0025289531594615135}",20,15,11.904341401701629,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.0025036636278668984}",20,12,16.727545225118078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.0024786269915882293}",25,10,21.222950931119286,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.002453840721672347}",25,17,16.117603042515054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.0024293023144556234}",30,23,9.420252473005045,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.0024050092913110673}",20,9,19.991444453131884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.0023809591983979567}",35,23,22.371586043066095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.002357149606413977}",30,19,23.811065757649004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.002333578110349837}",20,16,9.026241590010375,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.0023102423292463386}",30,9,32.31420476011911,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.0022871399059538754}",20,7,22.22799484021153,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.0022642685068943367}",20,13,11.730468076458816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.002241625821825393}",25,19,12.47910939616559,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.0022192095636071395}",30,0,47.49111678834818,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.002197017467971068}",25,17,14.032469394754928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.002175047293291357}",20,10,19.33465977494852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.002153296820358444}",20,10,15.316971488131799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.0021317638521548593}",25,14,19.96205039628723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.0021104462136333105}",20,7,24.162980108386385,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.0020893417514969773}",30,8,37.6911367929107,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.0020684483339820075}",25,18,12.761685151591903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.0020477638506421875}",20,1,33.870391570115764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.0020272862121357657}",20,12,13.6063122284407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.002007013350014408}",20,0,31.552710479738337,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
619,False,"{'a': 0.5, 'e': 0.0019869432165142637}",35,15,30.683783474374344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.001967073784349121}",30,20,19.14746071146937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.00194740304650563}",30,22,14.720669649427045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.0019279290160405737}",30,16,23.77497137951124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.001908649725880168}",20,11,18.282008059432727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.0018895632286213661}",20,10,15.160383174607173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.0018706675963351526}",25,2,35.26764480197078,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.001851960920371801}",20,9,20.0905675118928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.001833441311168083}",20,9,19.06802540653314,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.0018151068980564022}",30,0,36.948828668595866,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
629,False,"{'a': 0.5, 'e': 0.001796955829075838}",30,5,40.78809159725968,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.0017789862707850797}",20,14,13.510611708328073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.001761196408077229}",20,9,20.38869806187277,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.0017435844439964566}",30,19,25.442898107162634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.001726148599556492}",20,0,33.30086134668116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
634,False,"{'a': 0.5, 'e': 0.001708887113560927}",25,11,24.972181130508826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.0016917982424253177}",35,20,26.22552895709996,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.0016748802600010646}",25,12,24.308451398824126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.0016581314574010539}",25,8,28.743005709034094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.0016415501428270432}",20,3,23.987566838010085,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.001625134641398773}",20,8,20.89772975438829,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.001608883294984785}",20,7,21.45173531682672,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.0015927944620349372}",25,10,24.513741941383504,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.0015768665174145879}",30,11,27.427972676225956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.001561097852240442}",30,5,44.13561122539363,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.0015454868737180376}",20,0,21.024455503706175,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
645,False,"{'a': 0.5, 'e': 0.001530032004980857}",30,18,21.865633161045366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.0015147316849310486}",30,19,16.23321884387009,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.001499584368081738}",20,15,-12.847098973166865,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.0014845885244009207}",20,2,28.43636963661912,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.0014697426391569114}",20,8,19.280973583123725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.0014550452127653423}",35,18,31.429270759499175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.001440494760637689}",30,20,16.772040622693034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.001426089813031312}",30,21,14.787428510812346,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.0014118289149009989}",30,15,27.93552731121338,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.001397710625751989}",20,8,24.694982383721392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.001383733519494469}",25,11,27.782766112293107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.0013698961842995242}",25,6,26.987987817691234,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.001356197222456529}",25,3,36.514974668764125,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.0013426352502319636}",30,10,32.117817649262406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.001329208897729644}",25,13,21.929330722862606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.0013159168087523475}",20,10,18.866298775630725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.0013027576406648242}",30,15,-9.67179678488481,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
662,False,"{'a': 0.5, 'e': 0.0012897300642581758}",25,13,27.138073379337612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.001276832763615594}",20,7,20.17865193803456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.0012640644359794382}",25,13,18.896220304367755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.0012514237916196437}",30,20,18.190843692569242,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.0012389095537034473}",20,8,23.363500195613106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.0012265204581664128}",30,10,30.910428011338595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.0012142552535847487}",30,21,18.21091554494575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.0012021127010489012}",20,7,18.745998687596455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.0011900915740384122}",20,10,19.641741751620373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.001178190658298028}",25,13,22.21133087008317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.0011664087517150477}",20,0,27.61850568679072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.0011547446641978973}",20,6,22.838657198375998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.0011431972175559183}",35,26,18.525419117364212,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.0011317652453803591}",20,14,9.468016663418569,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.0011204475929265554}",20,10,18.150363156373707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.0011092431169972899}",20,0,30.808512857476543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.001098150685827317}",20,6,23.690903569174225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.0010871691789690438}",20,13,14.90679762138925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.0010762974871793534}",30,16,27.535755542562836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.0010655345123075598}",20,12,16.265837525046678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.0010548791671844842}",25,19,10.580046065100396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.0010443303755126394}",20,13,12.22339071784862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.001033887071757513}",20,3,25.491234159956164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
